attribute_id,content_id,attribute_name,string_value,decimal_value,date_value,created_at
110395,55198,Categoría,Matemáticas,,,2025-01-02 00:00:00
110396,55198,Duración,,53,,2025-01-02 00:00:00
110400,55200,Duración,,74,,2025-01-02 00:00:00
110402,55201,Duración,,5,,2025-01-02 00:00:00
110404,55202,Duración,,102,,2025-01-02 00:00:00
110407,55204,Categoría,Historia,,,2025-01-02 00:00:00
110410,55205,Duración,,30,,2025-01-02 00:00:00
110415,55208,Categoría,Ciencia,,,2025-01-02 00:00:00
110416,55208,Duración,,67,,2025-01-02 00:00:00
110417,55209,Categoría,Historia,,,2025-01-02 00:00:00
110425,55213,Categoría,Historia,,,2025-01-02 00:00:00
110428,55214,Duración,,51,,2025-01-02 00:00:00
110429,55215,Categoría,Matemáticas,,,2025-01-02 00:00:00
110430,55215,Duración,,163,,2025-01-02 00:00:00
110435,55218,Categoría,Ciencia,,,2025-01-02 00:00:00
110438,55219,Duración,,120,,2025-01-02 00:00:00
110441,55221,Categoría,Historia,,,2025-01-02 00:00:00
110444,55222,Duración,,90,,2025-01-02 00:00:00
110446,55223,Duración,,108,,2025-01-02 00:00:00
110448,55224,Duración,,71,,2025-01-02 00:00:00
110452,55226,Duración,,101,,2025-01-02 00:00:00
110454,55227,Duración,,10,,2025-01-02 00:00:00
110456,55228,Duración,,92,,2025-01-02 00:00:00
110458,55229,Duración,,103,,2025-01-02 00:00:00
110460,55230,Duración,,93,,2025-01-02 00:00:00
110461,55231,Categoría,Economía,,,2025-01-02 00:00:00
110463,55232,Categoría,Historia,,,2025-01-02 00:00:00
110466,55233,Duración,,45,,2025-01-02 00:00:00
110469,55235,Categoría,Matemáticas,,,2025-01-02 00:00:00
110470,55235,Duración,,10,,2025-01-02 00:00:00
110475,55238,Categoría,Matemáticas,,,2025-01-02 00:00:00
110477,55239,Categoría,Matemáticas,,,2025-01-02 00:00:00
110479,55240,Categoría,Matemáticas,,,2025-01-02 00:00:00
110483,55242,Categoría,Filosofía,,,2025-01-02 00:00:00
110484,55242,Duración,,71,,2025-01-02 00:00:00
110485,55243,Categoría,Ciencia,,,2025-01-02 00:00:00
110488,55244,Duración,,26,,2025-01-02 00:00:00
110491,55246,Categoría,Economía,,,2025-01-02 00:00:00
110495,55248,Categoría,Economía,,,2025-01-02 00:00:00
110496,55248,Duración,,99,,2025-01-02 00:00:00
110499,55250,Categoría,Arte,,,2025-01-02 00:00:00
110500,55250,Duración,,67,,2025-01-02 00:00:00
110501,55251,Categoría,Ciencia,,,2025-01-02 00:00:00
110504,55252,Duración,,20,,2025-01-02 00:00:00
110505,55253,Categoría,Economía,,,2025-01-02 00:00:00
110507,55254,Categoría,Matemáticas,,,2025-01-02 00:00:00
110510,55255,Duración,,25,,2025-01-02 00:00:00
110511,55256,Categoría,Historia,,,2025-01-02 00:00:00
110512,55256,Duración,,29,,2025-01-02 00:00:00
110515,55258,Categoría,Historia,,,2025-01-02 00:00:00
110518,55259,Duración,,116,,2025-01-02 00:00:00
110519,55260,Categoría,Matemáticas,,,2025-01-02 00:00:00
110520,55260,Duración,,150,,2025-01-02 00:00:00
110521,55261,Categoría,Filosofía,,,2025-01-02 00:00:00
110527,55264,Categoría,Historia,,,2025-01-02 00:00:00
110528,55264,Duración,,37,,2025-01-02 00:00:00
110531,55266,Categoría,Economía,,,2025-01-02 00:00:00
110534,55267,Duración,,29,,2025-01-02 00:00:00
110540,55270,Duración,,25,,2025-01-02 00:00:00
110542,55271,Duración,,126,,2025-01-02 00:00:00
110545,55273,Categoría,Matemáticas,,,2025-01-02 00:00:00
110546,55273,Duración,,83,,2025-01-02 00:00:00
110548,55274,Duración,,52,,2025-01-02 00:00:00
110550,55275,Duración,,114,,2025-01-02 00:00:00
110552,55276,Duración,,56,,2025-01-02 00:00:00
110554,55277,Duración,,95,,2025-01-02 00:00:00
110558,55279,Duración,,70,,2025-01-02 00:00:00
110562,55281,Duración,,96,,2025-01-02 00:00:00
110565,55283,Categoría,Arte,,,2025-01-02 00:00:00
110568,55284,Duración,,24,,2025-01-02 00:00:00
110572,55286,Duración,,54,,2025-01-02 00:00:00
110573,55287,Categoría,Matemáticas,,,2025-01-02 00:00:00
110574,55287,Duración,,90,,2025-01-02 00:00:00
110575,55288,Categoría,Historia,,,2025-01-02 00:00:00
110578,55289,Duración,,32,,2025-01-02 00:00:00
110581,55291,Categoría,Matemáticas,,,2025-01-02 00:00:00
110584,55292,Duración,,28,,2025-01-02 00:00:00
110587,55294,Categoría,Tecnología,,,2025-01-02 00:00:00
110588,55294,Duración,,112,,2025-01-02 00:00:00
110591,55296,Categoría,Matemáticas,,,2025-01-02 00:00:00
110595,55298,Categoría,Matemáticas,,,2025-01-02 00:00:00
110600,55300,Duración,,89,,2025-01-02 00:00:00
110602,55301,Duración,,77,,2025-01-02 00:00:00
110604,55302,Duración,,153,,2025-01-02 00:00:00
110606,55303,Duración,,143,,2025-01-02 00:00:00
110608,55304,Duración,,119,,2025-01-02 00:00:00
110610,55305,Duración,,58,,2025-01-02 00:00:00
110612,55306,Duración,,16,,2025-01-02 00:00:00
110618,55309,Duración,,17,,2025-01-02 00:00:00
110619,55310,Categoría,Historia,,,2025-01-02 00:00:00
110620,55310,Duración,,76,,2025-01-02 00:00:00
110622,55311,Duración,,26,,2025-01-02 00:00:00
110624,55312,Duración,,73,,2025-01-02 00:00:00
110627,55314,Categoría,Tecnología,,,2025-01-02 00:00:00
110628,55314,Duración,,156,,2025-01-02 00:00:00
110629,55315,Categoría,Matemáticas,,,2025-01-02 00:00:00
110630,55315,Duración,,7,,2025-01-02 00:00:00
110632,55316,Duración,,25,,2025-01-02 00:00:00
110640,55320,Duración,,137,,2025-01-02 00:00:00
110646,55323,Duración,,40,,2025-01-02 00:00:00
110648,55324,Duración,,89,,2025-01-02 00:00:00
110655,55328,Categoría,Arte,,,2025-01-02 00:00:00
110656,55328,Duración,,13,,2025-01-02 00:00:00
110658,55329,Duración,,144,,2025-01-02 00:00:00
110663,55332,Categoría,Tecnología,,,2025-01-02 00:00:00
110664,55332,Duración,,48,,2025-01-02 00:00:00
110665,55333,Categoría,Filosofía,,,2025-01-02 00:00:00
110668,55334,Duración,,113,,2025-01-02 00:00:00
110672,55336,Duración,,108,,2025-01-02 00:00:00
110673,55337,Categoría,Matemáticas,,,2025-01-02 00:00:00
110674,55337,Duración,,94,,2025-01-02 00:00:00
110679,55340,Categoría,Economía,,,2025-01-02 00:00:00
110681,55341,Categoría,Ciencia,,,2025-01-02 00:00:00
110684,55342,Duración,,112,,2025-01-02 00:00:00
110689,55345,Categoría,Historia,,,2025-01-02 00:00:00
110690,55345,Duración,,32,,2025-01-02 00:00:00
110692,55346,Duración,,102,,2025-01-02 00:00:00
110694,55347,Duración,,149,,2025-01-02 00:00:00
110695,55348,Categoría,Ciencia,,,2025-01-02 00:00:00
110697,55349,Categoría,Historia,,,2025-01-02 00:00:00
110699,55350,Categoría,Arte,,,2025-01-02 00:00:00
110700,55350,Duración,,50,,2025-01-02 00:00:00
110706,55353,Duración,,117,,2025-01-02 00:00:00
110710,55355,Duración,,93,,2025-01-02 00:00:00
110713,55357,Categoría,Arte,,,2025-01-02 00:00:00
110715,55358,Categoría,Matemáticas,,,2025-01-02 00:00:00
110721,55361,Categoría,Arte,,,2025-01-02 00:00:00
110723,55362,Categoría,Matemáticas,,,2025-01-02 00:00:00
110727,55364,Categoría,Matemáticas,,,2025-01-02 00:00:00
110728,55364,Duración,,151,,2025-01-02 00:00:00
110733,55367,Categoría,Historia,,,2025-01-02 00:00:00
110734,55367,Duración,,112,,2025-01-02 00:00:00
110740,55370,Duración,,67,,2025-01-02 00:00:00
110742,55371,Duración,,112,,2025-01-02 00:00:00
110743,55372,Categoría,Ciencia,,,2025-01-02 00:00:00
110744,55372,Duración,,63,,2025-01-02 00:00:00
110745,55373,Categoría,Historia,,,2025-01-02 00:00:00
110747,55374,Categoría,Ciencia,,,2025-01-02 00:00:00
110749,55375,Categoría,Matemáticas,,,2025-01-02 00:00:00
110751,55376,Categoría,Ciencia,,,2025-01-02 00:00:00
110752,55376,Duración,,92,,2025-01-02 00:00:00
110753,55377,Categoría,Arte,,,2025-01-02 00:00:00
110756,55378,Duración,,10,,2025-01-02 00:00:00
110759,55380,Categoría,Historia,,,2025-01-02 00:00:00
110760,55380,Duración,,171,,2025-01-02 00:00:00
110764,55382,Duración,,17,,2025-01-02 00:00:00
110765,55383,Categoría,Tecnología,,,2025-01-02 00:00:00
110767,55384,Categoría,Ciencia,,,2025-01-02 00:00:00
110769,55385,Categoría,Arte,,,2025-01-02 00:00:00
110775,55388,Categoría,Matemáticas,,,2025-01-02 00:00:00
110779,55390,Categoría,Historia,,,2025-01-02 00:00:00
110790,55395,Duración,,39,,2025-01-02 00:00:00
110792,55396,Duración,,30,,2025-01-02 00:00:00
110795,55398,Categoría,Matemáticas,,,2025-01-02 00:00:00
110798,55399,Duración,,99,,2025-01-02 00:00:00
110799,55400,Categoría,Ciencia,,,2025-01-02 00:00:00
110804,55402,Duración,,18,,2025-01-02 00:00:00
110805,55403,Categoría,Ciencia,,,2025-01-02 00:00:00
110810,55405,Duración,,36,,2025-01-02 00:00:00
110811,55406,Categoría,Economía,,,2025-01-02 00:00:00
110820,55410,Duración,,56,,2025-01-02 00:00:00
110821,55411,Categoría,Economía,,,2025-01-02 00:00:00
110823,55412,Categoría,Economía,,,2025-01-02 00:00:00
110832,55416,Duración,,30,,2025-01-02 00:00:00
110833,55417,Categoría,Matemáticas,,,2025-01-02 00:00:00
110834,55417,Duración,,109,,2025-01-02 00:00:00
110835,55418,Categoría,Ciencia,,,2025-01-02 00:00:00
110841,55421,Categoría,Matemáticas,,,2025-01-02 00:00:00
110843,55422,Categoría,Economía,,,2025-01-02 00:00:00
110844,55422,Duración,,91,,2025-01-02 00:00:00
110850,55425,Duración,,83,,2025-01-02 00:00:00
110851,55426,Categoría,Filosofía,,,2025-01-02 00:00:00
110853,55427,Categoría,Ciencia,,,2025-01-02 00:00:00
110854,55427,Duración,,49,,2025-01-02 00:00:00
110856,55428,Duración,,28,,2025-01-02 00:00:00
110858,55429,Duración,,96,,2025-01-02 00:00:00
110860,55430,Duración,,151,,2025-01-02 00:00:00
110864,55432,Duración,,17,,2025-01-02 00:00:00
110868,55434,Duración,,87,,2025-01-02 00:00:00
110869,55435,Categoría,Economía,,,2025-01-02 00:00:00
110871,55436,Categoría,Historia,,,2025-01-02 00:00:00
110873,55437,Categoría,Matemáticas,,,2025-01-02 00:00:00
110874,55437,Duración,,108,,2025-01-02 00:00:00
110875,55438,Categoría,Arte,,,2025-01-02 00:00:00
110876,55438,Duración,,97,,2025-01-02 00:00:00
110878,55439,Duración,,168,,2025-01-02 00:00:00
110881,55441,Categoría,Historia,,,2025-01-02 00:00:00
110884,55442,Duración,,32,,2025-01-02 00:00:00
110886,55443,Duración,,76,,2025-01-02 00:00:00
110887,55444,Categoría,Historia,,,2025-01-02 00:00:00
110893,55447,Categoría,Matemáticas,,,2025-01-02 00:00:00
110894,55447,Duración,,81,,2025-01-02 00:00:00
110897,55449,Categoría,Historia,,,2025-01-02 00:00:00
110901,55451,Categoría,Ciencia,,,2025-01-02 00:00:00
110902,55451,Duración,,30,,2025-01-02 00:00:00
110904,55452,Duración,,14,,2025-01-02 00:00:00
110908,55454,Duración,,54,,2025-01-02 00:00:00
110918,55459,Duración,,79,,2025-01-02 00:00:00
110922,55461,Duración,,91,,2025-01-02 00:00:00
110926,55463,Duración,,148,,2025-01-02 00:00:00
110930,55465,Duración,,32,,2025-01-02 00:00:00
110934,55467,Duración,,119,,2025-01-02 00:00:00
110936,55468,Duración,,73,,2025-01-02 00:00:00
110937,55469,Categoría,Historia,,,2025-01-02 00:00:00
110941,55471,Categoría,Matemáticas,,,2025-01-02 00:00:00
110945,55473,Categoría,Arte,,,2025-01-02 00:00:00
110946,55473,Duración,,18,,2025-01-02 00:00:00
110948,55474,Duración,,63,,2025-01-02 00:00:00
110951,55476,Categoría,Historia,,,2025-01-02 00:00:00
110952,55476,Duración,,78,,2025-01-02 00:00:00
110953,55477,Categoría,Arte,,,2025-01-02 00:00:00
110954,55477,Duración,,113,,2025-01-02 00:00:00
110955,55478,Categoría,Filosofía,,,2025-01-02 00:00:00
110956,55478,Duración,,58,,2025-01-02 00:00:00
110958,55479,Duración,,10,,2025-01-02 00:00:00
110959,55480,Categoría,Ciencia,,,2025-01-02 00:00:00
110961,55481,Categoría,Tecnología,,,2025-01-02 00:00:00
110965,55483,Categoría,Tecnología,,,2025-01-02 00:00:00
110971,55486,Categoría,Arte,,,2025-01-02 00:00:00
110976,55488,Duración,,54,,2025-01-02 00:00:00
110978,55489,Duración,,74,,2025-01-02 00:00:00
110979,55490,Categoría,Matemáticas,,,2025-01-02 00:00:00
110980,55490,Duración,,72,,2025-01-02 00:00:00
110983,55492,Categoría,Matemáticas,,,2025-01-02 00:00:00
110984,55492,Duración,,48,,2025-01-02 00:00:00
110989,55495,Categoría,Historia,,,2025-01-02 00:00:00
110991,55496,Categoría,Economía,,,2025-01-02 00:00:00
110993,55497,Categoría,Ciencia,,,2025-01-02 00:00:00
110999,55500,Categoría,Economía,,,2025-01-02 00:00:00
111002,55501,Duración,,93,,2025-01-02 00:00:00
111003,55502,Categoría,Ciencia,,,2025-01-02 00:00:00
111007,55504,Categoría,Tecnología,,,2025-01-02 00:00:00
111008,55504,Duración,,26,,2025-01-02 00:00:00
111010,55505,Duración,,21,,2025-01-02 00:00:00
111015,55508,Categoría,Historia,,,2025-01-02 00:00:00
111018,55509,Duración,,81,,2025-01-02 00:00:00
111019,55510,Categoría,Historia,,,2025-01-02 00:00:00
111020,55510,Duración,,40,,2025-01-02 00:00:00
111024,55512,Duración,,77,,2025-01-02 00:00:00
111025,55513,Categoría,Tecnología,,,2025-01-02 00:00:00
111029,55515,Categoría,Tecnología,,,2025-01-02 00:00:00
111032,55516,Duración,,83,,2025-01-02 00:00:00
111038,55519,Duración,,102,,2025-01-02 00:00:00
111041,55521,Categoría,Arte,,,2025-01-02 00:00:00
111042,55521,Duración,,142,,2025-01-02 00:00:00
111050,55525,Duración,,171,,2025-01-02 00:00:00
111055,55528,Categoría,Tecnología,,,2025-01-02 00:00:00
111056,55528,Duración,,18,,2025-01-02 00:00:00
111059,55530,Categoría,Economía,,,2025-01-02 00:00:00
111060,55530,Duración,,33,,2025-01-02 00:00:00
111061,55531,Categoría,Ciencia,,,2025-01-02 00:00:00
111062,55531,Duración,,127,,2025-01-02 00:00:00
111064,55532,Duración,,76,,2025-01-02 00:00:00
111069,55535,Categoría,Arte,,,2025-01-02 00:00:00
111070,55535,Duración,,56,,2025-01-02 00:00:00
111076,55538,Duración,,107,,2025-01-02 00:00:00
111077,55539,Categoría,Economía,,,2025-01-02 00:00:00
111079,55540,Categoría,Economía,,,2025-01-02 00:00:00
111080,55540,Duración,,89,,2025-01-02 00:00:00
111082,55541,Duración,,47,,2025-01-02 00:00:00
111083,55542,Categoría,Ciencia,,,2025-01-02 00:00:00
111084,55542,Duración,,16,,2025-01-02 00:00:00
111095,55548,Categoría,Ciencia,,,2025-01-02 00:00:00
111097,55549,Categoría,Historia,,,2025-01-02 00:00:00
111099,55550,Categoría,Arte,,,2025-01-02 00:00:00
111103,55552,Categoría,Tecnología,,,2025-01-02 00:00:00
111105,55553,Categoría,Filosofía,,,2025-01-02 00:00:00
111112,55556,Duración,,92,,2025-01-02 00:00:00
111113,55557,Categoría,Historia,,,2025-01-02 00:00:00
111114,55557,Duración,,77,,2025-01-02 00:00:00
111117,55559,Categoría,Economía,,,2025-01-02 00:00:00
111122,55561,Duración,,90,,2025-01-02 00:00:00
111139,55570,Categoría,Matemáticas,,,2025-01-02 00:00:00
111141,55571,Categoría,Matemáticas,,,2025-01-02 00:00:00
111149,55575,Categoría,Filosofía,,,2025-01-02 00:00:00
111150,55575,Duración,,106,,2025-01-02 00:00:00
111151,55576,Categoría,Arte,,,2025-01-02 00:00:00
111156,55578,Duración,,71,,2025-01-02 00:00:00
111157,55579,Categoría,Matemáticas,,,2025-01-02 00:00:00
111159,55580,Categoría,Tecnología,,,2025-01-02 00:00:00
111161,55581,Categoría,Economía,,,2025-01-02 00:00:00
111162,55581,Duración,,96,,2025-01-02 00:00:00
111166,55583,Duración,,113,,2025-01-02 00:00:00
111170,55585,Duración,,116,,2025-01-02 00:00:00
111173,55587,Categoría,Arte,,,2025-01-02 00:00:00
111174,55587,Duración,,41,,2025-01-02 00:00:00
111176,55588,Duración,,70,,2025-01-02 00:00:00
111177,55589,Categoría,Ciencia,,,2025-01-02 00:00:00
111183,55592,Categoría,Arte,,,2025-01-02 00:00:00
111184,55592,Duración,,106,,2025-01-02 00:00:00
111188,55594,Duración,,18,,2025-01-02 00:00:00
111189,55595,Categoría,Filosofía,,,2025-01-02 00:00:00
111190,55595,Duración,,108,,2025-01-02 00:00:00
111191,55596,Categoría,Matemáticas,,,2025-01-02 00:00:00
111194,55597,Duración,,10,,2025-01-02 00:00:00
111199,55600,Categoría,Tecnología,,,2025-01-02 00:00:00
111201,55601,Categoría,Matemáticas,,,2025-01-02 00:00:00
111202,55601,Duración,,55,,2025-01-02 00:00:00
111206,55603,Duración,,116,,2025-01-02 00:00:00
111208,55604,Duración,,61,,2025-01-02 00:00:00
111210,55605,Duración,,101,,2025-01-02 00:00:00
111212,55606,Duración,,26,,2025-01-02 00:00:00
111213,55607,Categoría,Historia,,,2025-01-02 00:00:00
111218,55609,Duración,,34,,2025-01-02 00:00:00
111219,55610,Categoría,Arte,,,2025-01-02 00:00:00
111220,55610,Duración,,107,,2025-01-02 00:00:00
111225,55613,Categoría,Filosofía,,,2025-01-02 00:00:00
111227,55614,Categoría,Matemáticas,,,2025-01-02 00:00:00
111229,55615,Categoría,Tecnología,,,2025-01-02 00:00:00
111233,55617,Categoría,Economía,,,2025-01-02 00:00:00
111234,55617,Duración,,67,,2025-01-02 00:00:00
111235,55618,Categoría,Arte,,,2025-01-02 00:00:00
111239,55620,Categoría,Historia,,,2025-01-02 00:00:00
111241,55621,Categoría,Ciencia,,,2025-01-02 00:00:00
111242,55621,Duración,,63,,2025-01-02 00:00:00
111248,55624,Duración,,22,,2025-01-02 00:00:00
111254,55627,Duración,,11,,2025-01-02 00:00:00
111257,55629,Categoría,Ciencia,,,2025-01-02 00:00:00
111262,55631,Duración,,18,,2025-01-02 00:00:00
111270,55635,Duración,,30,,2025-01-02 00:00:00
111271,55636,Categoría,Historia,,,2025-01-02 00:00:00
111274,55637,Duración,,112,,2025-01-02 00:00:00
111277,55639,Categoría,Tecnología,,,2025-01-02 00:00:00
111279,55640,Categoría,Filosofía,,,2025-01-02 00:00:00
111281,55641,Categoría,Tecnología,,,2025-01-02 00:00:00
111287,55644,Categoría,Arte,,,2025-01-02 00:00:00
111290,55645,Duración,,110,,2025-01-02 00:00:00
111293,55647,Categoría,Filosofía,,,2025-01-02 00:00:00
111295,55648,Categoría,Historia,,,2025-01-02 00:00:00
111297,55649,Categoría,Ciencia,,,2025-01-02 00:00:00
111301,55651,Categoría,Arte,,,2025-01-02 00:00:00
111302,55651,Duración,,23,,2025-01-02 00:00:00
111304,55652,Duración,,35,,2025-01-02 00:00:00
111309,55655,Categoría,Historia,,,2025-01-02 00:00:00
111310,55655,Duración,,48,,2025-01-02 00:00:00
111314,55657,Duración,,45,,2025-01-02 00:00:00
111316,55658,Duración,,82,,2025-01-02 00:00:00
111317,55659,Categoría,Ciencia,,,2025-01-02 00:00:00
111318,55659,Duración,,96,,2025-01-02 00:00:00
111321,55661,Categoría,Tecnología,,,2025-01-02 00:00:00
111323,55662,Categoría,Matemáticas,,,2025-01-02 00:00:00
111325,55663,Categoría,Ciencia,,,2025-01-02 00:00:00
111326,55663,Duración,,85,,2025-01-02 00:00:00
111331,55666,Categoría,Matemáticas,,,2025-01-02 00:00:00
111341,55671,Categoría,Historia,,,2025-01-02 00:00:00
111342,55671,Duración,,49,,2025-01-02 00:00:00
111343,55672,Categoría,Arte,,,2025-01-02 00:00:00
111346,55673,Duración,,39,,2025-01-02 00:00:00
111349,55675,Categoría,Matemáticas,,,2025-01-02 00:00:00
111351,55676,Categoría,Matemáticas,,,2025-01-02 00:00:00
111352,55676,Duración,,106,,2025-01-02 00:00:00
111358,55679,Duración,,92,,2025-01-02 00:00:00
111359,55680,Categoría,Matemáticas,,,2025-01-02 00:00:00
111361,55681,Categoría,Arte,,,2025-01-02 00:00:00
111369,55685,Categoría,Matemáticas,,,2025-01-02 00:00:00
111370,55685,Duración,,52,,2025-01-02 00:00:00
111371,55686,Categoría,Ciencia,,,2025-01-02 00:00:00
111372,55686,Duración,,37,,2025-01-02 00:00:00
111373,55687,Categoría,Tecnología,,,2025-01-02 00:00:00
111375,55688,Categoría,Matemáticas,,,2025-01-02 00:00:00
111376,55688,Duración,,106,,2025-01-02 00:00:00
111378,55689,Duración,,52,,2025-01-02 00:00:00
111380,55690,Duración,,75,,2025-01-02 00:00:00
111382,55691,Duración,,21,,2025-01-02 00:00:00
111384,55692,Duración,,86,,2025-01-02 00:00:00
111386,55693,Duración,,100,,2025-01-02 00:00:00
111387,55694,Categoría,Tecnología,,,2025-01-02 00:00:00
111388,55694,Duración,,34,,2025-01-02 00:00:00
111393,55697,Categoría,Economía,,,2025-01-02 00:00:00
111397,55699,Categoría,Arte,,,2025-01-02 00:00:00
111399,55700,Categoría,Tecnología,,,2025-01-02 00:00:00
111402,55701,Duración,,73,,2025-01-02 00:00:00
111407,55704,Categoría,Historia,,,2025-01-02 00:00:00
111408,55704,Duración,,63,,2025-01-02 00:00:00
111415,55708,Categoría,Matemáticas,,,2025-01-02 00:00:00
111418,55709,Duración,,70,,2025-01-02 00:00:00
111419,55710,Categoría,Matemáticas,,,2025-01-02 00:00:00
111421,55711,Categoría,Arte,,,2025-01-02 00:00:00
111422,55711,Duración,,109,,2025-01-02 00:00:00
111432,55716,Duración,,84,,2025-01-02 00:00:00
111437,55719,Categoría,Historia,,,2025-01-02 00:00:00
111443,55722,Categoría,Matemáticas,,,2025-01-02 00:00:00
111445,55723,Categoría,Filosofía,,,2025-01-02 00:00:00
111448,55724,Duración,,19,,2025-01-02 00:00:00
111449,55725,Categoría,Filosofía,,,2025-01-02 00:00:00
111456,55728,Duración,,89,,2025-01-02 00:00:00
111460,55730,Duración,,144,,2025-01-02 00:00:00
111463,55732,Categoría,Ciencia,,,2025-01-02 00:00:00
111464,55732,Duración,,83,,2025-01-02 00:00:00
111465,55733,Categoría,Filosofía,,,2025-01-02 00:00:00
111466,55733,Duración,,49,,2025-01-02 00:00:00
111469,55735,Categoría,Ciencia,,,2025-01-02 00:00:00
111475,55738,Categoría,Arte,,,2025-01-02 00:00:00
111478,55739,Duración,,91,,2025-01-02 00:00:00
111480,55740,Duración,,15,,2025-01-02 00:00:00
111489,55745,Categoría,Arte,,,2025-01-02 00:00:00
111490,55745,Duración,,110,,2025-01-02 00:00:00
111493,55747,Categoría,Ciencia,,,2025-01-02 00:00:00
111497,55749,Categoría,Tecnología,,,2025-01-02 00:00:00
111498,55749,Duración,,10,,2025-01-02 00:00:00
111499,55750,Categoría,Arte,,,2025-01-02 00:00:00
111504,55752,Duración,,34,,2025-01-02 00:00:00
111506,55753,Duración,,112,,2025-01-02 00:00:00
111507,55754,Categoría,Arte,,,2025-01-02 00:00:00
111513,55757,Categoría,Tecnología,,,2025-01-02 00:00:00
111519,55760,Categoría,Matemáticas,,,2025-01-02 00:00:00
111522,55761,Duración,,115,,2025-01-02 00:00:00
111525,55763,Categoría,Economía,,,2025-01-02 00:00:00
111526,55763,Duración,,24,,2025-01-02 00:00:00
111530,55765,Duración,,22,,2025-01-02 00:00:00
111534,55767,Duración,,95,,2025-01-02 00:00:00
111536,55768,Duración,,25,,2025-01-02 00:00:00
111540,55770,Duración,,45,,2025-01-02 00:00:00
111544,55772,Duración,,81,,2025-01-02 00:00:00
111545,55773,Categoría,Matemáticas,,,2025-01-02 00:00:00
111547,55774,Categoría,Ciencia,,,2025-01-02 00:00:00
111548,55774,Duración,,57,,2025-01-02 00:00:00
111549,55775,Categoría,Ciencia,,,2025-01-02 00:00:00
111550,55775,Duración,,37,,2025-01-02 00:00:00
111555,55778,Categoría,Arte,,,2025-01-02 00:00:00
111557,55779,Categoría,Ciencia,,,2025-01-02 00:00:00
111564,55782,Duración,,112,,2025-01-02 00:00:00
111566,55783,Duración,,19,,2025-01-02 00:00:00
111569,55785,Categoría,Arte,,,2025-01-02 00:00:00
111571,55786,Categoría,Tecnología,,,2025-01-02 00:00:00
111573,55787,Categoría,Filosofía,,,2025-01-02 00:00:00
111575,55788,Categoría,Arte,,,2025-01-02 00:00:00
111579,55790,Categoría,Tecnología,,,2025-01-02 00:00:00
111580,55790,Duración,,71,,2025-01-02 00:00:00
111581,55791,Categoría,Arte,,,2025-01-02 00:00:00
111583,55792,Categoría,Tecnología,,,2025-01-02 00:00:00
111591,55796,Categoría,Ciencia,,,2025-01-02 00:00:00
111592,55796,Duración,,153,,2025-01-02 00:00:00
111599,55800,Categoría,Matemáticas,,,2025-01-02 00:00:00
111601,55801,Categoría,Tecnología,,,2025-01-02 00:00:00
111607,55804,Categoría,Ciencia,,,2025-01-02 00:00:00
111610,55805,Duración,,97,,2025-01-02 00:00:00
111611,55806,Categoría,Arte,,,2025-01-02 00:00:00
111612,55806,Duración,,118,,2025-01-02 00:00:00
111614,55807,Duración,,158,,2025-01-02 00:00:00
111615,55808,Categoría,Tecnología,,,2025-01-02 00:00:00
111619,55810,Categoría,Historia,,,2025-01-02 00:00:00
111627,55814,Categoría,Matemáticas,,,2025-01-02 00:00:00
111630,55815,Duración,,22,,2025-01-02 00:00:00
111634,55817,Duración,,99,,2025-01-02 00:00:00
111638,55819,Duración,,13,,2025-01-02 00:00:00
111639,55820,Categoría,Economía,,,2025-01-02 00:00:00
111640,55820,Duración,,65,,2025-01-02 00:00:00
111641,55821,Categoría,Ciencia,,,2025-01-02 00:00:00
111642,55821,Duración,,48,,2025-01-02 00:00:00
111643,55822,Categoría,Tecnología,,,2025-01-02 00:00:00
111645,55823,Categoría,Ciencia,,,2025-01-02 00:00:00
111647,55824,Categoría,Arte,,,2025-01-02 00:00:00
111648,55824,Duración,,48,,2025-01-02 00:00:00
111650,55825,Duración,,110,,2025-01-02 00:00:00
111651,55826,Categoría,Matemáticas,,,2025-01-02 00:00:00
111652,55826,Duración,,28,,2025-01-02 00:00:00
111653,55827,Categoría,Matemáticas,,,2025-01-02 00:00:00
111655,55828,Categoría,Historia,,,2025-01-02 00:00:00
111667,55834,Categoría,Historia,,,2025-01-02 00:00:00
111668,55834,Duración,,92,,2025-01-02 00:00:00
111669,55835,Categoría,Ciencia,,,2025-01-02 00:00:00
111670,55835,Duración,,77,,2025-01-02 00:00:00
111672,55836,Duración,,82,,2025-01-02 00:00:00
111673,55837,Categoría,Historia,,,2025-01-02 00:00:00
111674,55837,Duración,,46,,2025-01-02 00:00:00
111676,55838,Duración,,156,,2025-01-02 00:00:00
111677,55839,Categoría,Arte,,,2025-01-02 00:00:00
111678,55839,Duración,,76,,2025-01-02 00:00:00
111680,55840,Duración,,79,,2025-01-02 00:00:00
111681,55841,Categoría,Matemáticas,,,2025-01-02 00:00:00
111682,55841,Duración,,91,,2025-01-02 00:00:00
111683,55842,Categoría,Economía,,,2025-01-02 00:00:00
111686,55843,Duración,,87,,2025-01-02 00:00:00
111687,55844,Categoría,Arte,,,2025-01-02 00:00:00
111690,55845,Duración,,98,,2025-01-02 00:00:00
111697,55849,Categoría,Ciencia,,,2025-01-02 00:00:00
111701,55851,Categoría,Ciencia,,,2025-01-02 00:00:00
111704,55852,Duración,,81,,2025-01-02 00:00:00
